False	{'id': 295, 'name': 'Pirates of the Caribbean Collection', 'poster_path': '/zT5UKFhq9nk97VGlBbAxlAK8UFN.jpg', 'backdrop_path': '/cnKAGbX1rDkAquF2V1wVkptHDJO.jpg'}	380000000	[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]	http://disney.go.com/pirates/index-on-stranger-tides.html#/video/	1865	tt1298650	en	Pirates of the Caribbean: On Stranger Tides	Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.	27.88772	/wNUDAq5OUMOtxMlz64YaCp7gZma.jpg	[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	2011-05-14	1045713802	136	[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]	Released	Live Forever Or Die Trying.	Pirates of the Caribbean: On Stranger Tides	False	6.4	5068
False	{'id': 295, 'name': 'Pirates of the Caribbean Collection', 'poster_path': '/zT5UKFhq9nk97VGlBbAxlAK8UFN.jpg', 'backdrop_path': '/cnKAGbX1rDkAquF2V1wVkptHDJO.jpg'}	300000000	[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]	http://disney.go.com/disneypictures/pirates/	285	tt0449088	en	Pirates of the Caribbean: At World's End	Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.	31.363664	/bXb00CkHqx7TPchTGG131sWV59y.jpg	[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Second Mate Productions', 'id': 19936}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	2007-05-19	961000000	169	[{'iso_639_1': 'en', 'name': 'English'}]	Released	At the end of the world, the adventure begins.	Pirates of the Caribbean: At World's End	False	6.9	4627
False	{'id': 86311, 'name': 'The Avengers Collection', 'poster_path': '/qJawKUQcIBha507UahUlX0keOT7.jpg', 'backdrop_path': '/zuW6fOiusv4X9nnW3paHGfXcSll.jpg'}	280000000	[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]	http://marvel.com/movies/movie/193/avengers_age_of_ultron	99861	tt2395427	en	Avengers: Age of Ultron	When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.	37.37942	/t90Y3G8UGQp0f0DrP60wRu9gfrH.jpg	[{'name': 'Marvel Studios', 'id': 420}, {'name': 'Prime Focus', 'id': 15357}, {'name': 'Revolution Sun Studios', 'id': 76043}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	2015-04-22	1405403694	141	[{'iso_639_1': 'en', 'name': 'English'}]	Released	A New Age Has Come.	Avengers: Age of Ultron	False	7.3	6908
False	{'id': 8537, 'name': 'Superman Collection', 'poster_path': '/fgTdu62v1jjNDPh68V9TJZMgXbo.jpg', 'backdrop_path': '/la0EhOrgVAiY8sf3ILz3wgoaNXH.jpg'}	270000000	[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]	http://www.superman.com	1452	tt0348150	en	Superman Returns	Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.	13.284712	/e3aLTaD5ppxo3en0GAGceekEPAe.jpg	[{'name': 'DC Comics', 'id': 429}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Bad Hat Harry Productions', 'id': 9168}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	2006-06-28	391081192	154	[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]	Released		Superman Returns	False	5.4	1429
False	{'id': 463959, 'name': 'Tangled Collection', 'poster_path': '/6H3bMHnQAXNJvLD3kakPbefu99Y.jpg', 'backdrop_path': '/5MNCqO4PKK7McD4PKeXJZ6DEY9L.jpg'}	260000000	[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]	http://disney.go.com/disneypictures/tangled/	38757	tt0398286	en	Tangled	When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.	14.684761	/re6AOJbhBk9FIK3knwU6rYlbPDx.jpg	[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Animation Studios', 'id': 6125}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	2010-11-24	591794936	100	[{'iso_639_1': 'en', 'name': 'English'}]	Released	They're taking adventure to new lengths.	Tangled	False	7.4	3419
False		260000000	[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]	http://movies.disney.com/john-carter	49529	tt0401729	en	John Carter	John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.	14.670353	/4QDBNt9PmxqUH4Ab2R5xKWqzXiQ.jpg	[{'name': 'Walt Disney Pictures', 'id': 2}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	2012-03-07	284139100	132	[{'iso_639_1': 'en', 'name': 'English'}]	Released	Lost in our world, found in another.	John Carter	False	6.1	2170
False	{'id': 8650, 'name': 'Transformers Collection', 'poster_path': '/vOUPHWV8aGXq4yYQ2csje5LdT6g.jpg', 'backdrop_path': '/zvZBNNDWd5LcsIBpDhJyCB2MDT7.jpg'}	260000000	[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]	http://www.transformersmovie.com/	335988	tt3371366	en	Transformers: The Last Knight	Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.	39.186819	/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg	[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Angry Films', 'id': 12087}, {'name': 'Hasbro Studios', 'id': 22826}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	2017-06-21	604942143	149	[{'iso_639_1': 'en', 'name': 'English'}]	Released	For one world to live, the other must die.	Transformers: The Last Knight	False	6.2	1440
False	{'id': 556, 'name': 'Spider-Man Collection', 'poster_path': '/aNknE3vw8QC5gDHBRYpOz9gzuPc.jpg', 'backdrop_path': '/waZqriYTuBE3WqXI3SDGi3kfDQE.jpg'}	258000000	[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]	http://www.sonypictures.com/movies/spider-man3/	559	tt0413300	en	Spider-Man 3	The seemingly invincible Spider-Man goes up against an all-new crop of villain – including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.	27.614265	/sqZKCRYGovZ8aN99VVJSdL8Ja9k.jpg	[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Laura Ziskin Productions', 'id': 326}, {'name': 'Marvel Enterprises', 'id': 19551}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	2007-05-01	890871626	139	[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]	Released	The battle within.	Spider-Man 3	False	5.9	3687
False		255000000	[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]	http://disney.go.com/the-lone-ranger/	57201	tt1210819	en	The Lone Ranger	The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.	12.729104	/b4vil5ueYJNBNypHmo1tpuevh4z.jpg	[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Infinitum Nihil', 'id': 2691}, {'name': 'Silver Bullet Productions (II)', 'id': 37380}, {'name': 'Blind Wink Productions', 'id': 37381}, {'name': 'Classic Media', 'id': 37382}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	2013-07-03	89289910	149	[{'iso_639_1': 'en', 'name': 'English'}]	Released	Never Take Off the Mask	The Lone Ranger	False	5.9	2361
False	{'id': 1241, 'name': 'Harry Potter Collection', 'poster_path': '/8Xmkc1HvCOpMlbFvVabrtr6HAsp.jpg', 'backdrop_path': '/wfnMt6LGqYHcNyOfsuusw5lX3bL.jpg'}	250000000	[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]	http://harrypotter.warnerbros.com/harrypotterandthehalf-bloodprince/dvd/index.html	767	tt0417741	en	Harry Potter and the Half-Blood Prince	As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.	19.083723	/bFXys2nhALwDvpkF3dP3Vvdfn8b.jpg	[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Heyday Films', 'id': 7364}]	[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]	2009-07-07	933959197	153	[{'iso_639_1': 'en', 'name': 'English'}]	Released	Dark Secrets Revealed	Harry Potter and the Half-Blood Prince	False	7.4	5435
False	{'id': 1241, 'name': 'Harry Potter Collection', 'poster_path': '/8Xmkc1HvCOpMlbFvVabrtr6HAsp.jpg', 'backdrop_path': '/wfnMt6LGqYHcNyOfsuusw5lX3bL.jpg'}	250000000	[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]	http://www.harrypotter.com	12444	tt0926084	en	Harry Potter and the Deathly Hallows: Part 1	Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.	23.300362	/maP4MTfPCeVD2FZbKTLUgriOW4R.jpg	[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Heyday Films', 'id': 7364}]	[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]	2010-10-17	954305868	146	[{'iso_639_1': 'en', 'name': 'English'}]	Released	One Way… One Fate… One Hero.	Harry Potter and the Deathly Hallows: Part 1	False	7.5	5708
